region,title,url,publish_date,source,language,title_for_nrc,sentiment,sentiment_score,anger,fear,joy,trust,sadness,surprise,disgust,anticipation
US,"Trump says the U.S. will ""run"" Venezuela for now. What do we know about the plans?",https://www.cbsnews.com/losangeles/news/trump-says-us-will-run-venezuela-for-now-what-do-we-know-about-the-plans/,1/3/26,cbsnews.com,en,"Trump says the U.S. will ""run"" Venezuela for now. What do we know about the plans?",neutral,0.6991,0,0,0,0,0,1,0,0
US,"A Replica Home, Detailed Rehearsals, And A CIA Source. How The U.S. Captured Maduro",https://www.huffpost.com/entry/mock-house-cia-source-special-forces-operation-nicolas-maduro_n_695978dce4b09f7f2fbca77f,1/3/26,huffpost.com,en,"A Replica Home, Detailed Rehearsals, And A CIA Source. How The U.S. Captured Maduro",neutral,0.7994,0,0,0,0,0,0,0,0
US,World Reacts To U.S. Strikes On Venezuela,https://www.huffpost.com/entry/world-leaders-react-venezuela_n_69592026e4b0edc730d1e21f,1/3/26,huffpost.com,en,World Reacts To U.S. Strikes On Venezuela,negative,0.6873,0,0,0,0,0,0,0,0
US,Removal Of Nicolas Maduro Opens Potential Power Vacuum In Venezuela,https://www.huffpost.com/entry/trump-venezuela-maduro-captured-reuters_n_69597a6ce4b09f7f2fbca917,1/3/26,huffpost.com,pt,Removal Of Nicolas Maduro Opens Potential Power Vacuum In Venezuela,neutral,0.6052,0,0,0,0,0,0,0,0
US,"With Capture Of Maduro, Trump Claims Successful Operation As He Treads Into Uncharted Territory",https://www.huffpost.com/entry/trump-venezuela-capture-uncharted-territory_n_69593e75e4b0993009672e60,1/3/26,huffpost.com,en,"With Capture Of Maduro, Trump Claims Successful Operation As He Treads Into Uncharted Territory",positive,0.5606,0,1,1,2,0,1,0,1
US,"EEUU planea “gobernar” Venezuela y explotar su petróleo, dice Trump, tras sacar a Maduro del país",https://www.latimes.com/espanol/eeuu/articulo/2026-01-03/eeuu-planea-gobernar-venezuela-y-explotar-su-petroleo-dice-trump-tras-sacar-maduro-del-pais,1/3/26,latimes.com,es,"The US plans to “govern” Venezuela and exploit its oil, says Trump, after removing Maduro from the country",negative,0.4772,0,0,0,1,0,1,0,0
US,"Vicepresidenta Rodríguez, cercana a Maduro, podría ser presidenta interina de Venezuela, dice la ley",https://www.latimes.com/espanol/internacional/articulo/2026-01-03/vicepresidenta-rodriguez-cercana-maduro-podria-ser-presidenta-interina-de-venezuela-dice-la-ley,1/3/26,latimes.com,es,"Vice President Rodríguez, close to Maduro, could be interim president of Venezuela, says the law",neutral,0.7189,0,0,0,3,0,0,0,1
US,Esto es lo que sabemos sobre el ataque de EEUU que capturó a Maduro y el futuro de Venezuela,https://www.latimes.com/espanol/eeuu/articulo/2026-01-03/esto-es-lo-que-sabemos-sobre-el-ataque-de-eeuu-que-capturo-maduro-y-el-futuro-de-venezuela,1/3/26,latimes.com,es,This is what we know about the US attack that captured Maduro and the future of Venezuela,negative,0.6213,1,1,0,0,0,0,0,0
US,Metro Detroit reacts to U.S. Venezuela attack at protest,https://www.freep.com/story/news/local/michigan/detroit/2026/01/03/metro-detroit-u-s-venezuela-attack-protest/88008467007/?gnt-cfr=1&gca-cat=p&gca-uir=false&gca-epti=z113634p001950n11----c11----u002734d00----v113634&gca-ft=247&gca-ds=sophi&gnt-djm=1,1/3/26,freep.com,en,Metro Detroit reacts to U.S. Venezuela attack at protest,negative,0.6984,1,1,0,0,0,0,0,0
US,"U.S. will run Venezuela after military seized Maduro, President Trump says",https://www.npr.org/2026/01/03/nx-s1-5665729/u-s-will-run-venezuela-after-military-seized-maduro-president-trump-says,1/3/26,npr.org,en,"U.S. will run Venezuela after military seized Maduro, President Trump says",neutral,0.5612,0,1,0,1,0,1,0,0
US,Early on Saturday Trump attacked Venezuela authorizing his troops to capture its president Nicolas Maduro and his wife,https://www.opednews.com/populum/page.php?f=Early-on-Saturday-Trump-at-Nicolas-Maduro_Trump_Trump-Illegality_Venezuela-260103-962.html,1/3/26,opednews.com,en,Early on Saturday Trump attacked Venezuela authorizing his troops to capture its president Nicolas Maduro and his wife,negative,0.8746,0,0,0,1,0,1,0,0
US,"Carlos Baute, Danny Ocean, Montaner y más reaccionan a captura de Nicolás Maduro por parte de EEUU: ‘Todos los cambios profundos duelen’",https://www.billboard.com/espanol/noticias/nicolas-maduro-capturado-por-eeuu-artistas-reacciones-1236148488/,1/3/26,billboard.com,es,"Carlos Baute, Danny Ocean, Montaner and more react to the capture of Nicolás Maduro by the US: 'All profound changes hurt'",negative,0.869,2,2,0,0,1,0,0,0
US,Captured Venezuelan leader Nicolás Maduro lands in New York,https://www.newsweek.com/captured-venezuelan-leader-nicolas-maduro-new-york-11303679,1/3/26,newsweek.com,en,Captured Venezuelan leader Nicolás Maduro lands in New York,neutral,0.8011,0,0,0,1,0,0,0,0
US,Delcy Rodriguez named Venezuela acting president after Maduro removal,https://www.newsweek.com/delcy-rodriguez-named-venezuela-acting-president-after-maduro-removal-11304169,1/3/26,newsweek.com,es,Delcy Rodriguez named Venezuela acting president after Maduro removal,neutral,0.5813,0,0,0,1,0,0,0,0
US,Hundreds of flights canceled by Trump admin after Venezuela strike,https://www.newsweek.com/hundreds-of-flights-canceled-by-trump-admin-after-venezuela-strike-11303537,1/3/26,newsweek.com,en,Hundreds of flights canceled by Trump admin after Venezuela strike,negative,0.8175,1,0,0,0,0,1,0,0
US,"Trump, Maduro and the death of international law",https://www.newsweek.com/trump-maduro-russia-china-iran-11303122,1/3/26,newsweek.com,en,"Trump, Maduro and the death of international law",negative,0.8384,1,1,0,1,1,2,1,1
US,"In Venezuela Takeover, Trump Makes It All About The Oil",https://www.huffpost.com/entry/trump-venezuela-oil_n_69594f09e4b0993009673280,1/3/26,huffpost.com,en,"In Venezuela Takeover, Trump Makes It All About The Oil",negative,0.5717,0,0,0,0,0,1,0,0
US,Venezuela leader captured. Trump says U.S. to 'run' the country. Here’s what we know,https://www.npr.org/2026/01/03/nx-s1-5665733/venezuela-leader-captured-trump-says-u-s-to-run-the-country-heres-what-we-know,1/3/26,npr.org,en,Venezuela leader captured. Trump says U.S. to 'run' the country. Here’s what we know,negative,0.6929,0,0,0,1,0,1,0,0
US,UN Security Council to meet Monday to discuss US capture of Maduro,https://www.newsweek.com/un-security-council-to-meet-monday-to-discuss-us-capture-of-maduro-11303860,1/3/26,newsweek.com,en,UN Security Council to meet Monday to discuss US capture of Maduro,neutral,0.7619,0,0,0,1,0,0,0,1
US,'What The Hell Are We Doing?': Lawmaker Rails Against Trump's 'Little War Of Revenge' Against Maduro,https://www.huffpost.com/entry/seth-moulton-trump-venezuela_n_6959727ae4b048f68c303823,1/3/26,huffpost.com,en,'What The Hell Are We Doing?': Lawmaker Rails Against Trump's 'Little War Of Revenge' Against Maduro,negative,0.7977,2,3,0,0,1,2,1,1
US,CNN Military Analyst Challenges Justification For U.S. Strikes On Venezuela: 'Bit Of A Stretch',https://www.huffpost.com/entry/cnn-military-analyst-cedric-leighton-challenges-us-strikes-venezuela-bit-of-a-stretch_n_6959276ae4b048f68c302df4,1/3/26,huffpost.com,en,CNN Military Analyst Challenges Justification For U.S. Strikes On Venezuela: 'Bit Of A Stretch',negative,0.8883,0,1,0,1,0,0,0,1
US,Trump Says 'We're Going To Run The Country' After Venezuela Military Operation,https://www.huffpost.com/entry/trump-says-were-going-to-run-the-country-after-venezuela-military-operation_n_69594c0ce4b048f68c303351,1/3/26,huffpost.com,en,Trump Says 'We're Going To Run The Country' After Venezuela Military Operation,neutral,0.6216,0,2,0,1,0,1,0,0
US,Schumer Blasts Trump's 'Reckless' Attack In Venezuela And Vows To Hold Administration 'Accountable,https://www.huffpost.com/entry/chuck-schumer-trump-venezuela_n_6959893ee4b0993009673cbc,1/3/26,huffpost.com,en,Schumer Blasts Trump's 'Reckless' Attack In Venezuela And Vows To Hold Administration 'Accountable,negative,0.6574,2,2,0,1,0,1,0,0
US,Zohran Mamdani Calls Out Trump Admin Over Venezuela Strikes: 'An Act Of War',https://www.huffpost.com/entry/zohran-mamdani-condemns-trump-over-venezuela-operation-blatant-regime-change_n_69597f4be4b09f7f2fbcaa7c,1/3/26,huffpost.com,de,Zohran Mamdani Calls Out Trump Admin Over Venezuela Strikes: 'An Act Of War',negative,0.7314,0,1,0,1,0,1,0,1
US,"Maduro and his wife to appear in federal court to face narco-terrorism charges on Monday, court spokesperson says",https://www.cbsnews.com/detroit/news/venezuela-nicolas-maduro-cilia-flores-new-york-narco-terrorism/,1/3/26,cbsnews.com,en,"Maduro and his wife to appear in federal court to face narco-terrorism charges on Monday, court spokesperson says",neutral,0.5251,3,3,0,0,1,0,1,2
US,Maduro indicted on federal drug-trafficking and weapons charges,https://www.cbsnews.com/colorado/news/maduro-indicted-on-federal-drug-trafficking-and-weapons-charges/,1/3/26,cbsnews.com,en,Maduro indicted on federal drug-trafficking and weapons charges,negative,0.7614,0,0,0,0,0,0,0,0
US,"Northern California, Bay Area leaders react to strikes on Venezuela, Maduro's capture",https://www.cbsnews.com/sacramento/news/northern-california-bay-area-leaders-react-venezuela-maduro/,1/3/26,cbsnews.com,en,"Northern California, Bay Area leaders react to strikes on Venezuela, Maduro's capture",negative,0.569,1,1,0,0,0,0,0,0
US,Massachusetts travelers stressed after U.S. attack on Venezuela cancels hundreds of Caribbean flights,https://www.cbsnews.com/boston/news/canceled-flights-massachusetts-travel-venzuela/,1/3/26,cbsnews.com,en,Massachusetts travelers stressed after U.S. attack on Venezuela cancels hundreds of Caribbean flights,negative,0.9053,1,1,0,0,0,0,0,0
US,Protests erupt in Baltimore following U.S. strikes on Venezuela,https://www.cbsnews.com/baltimore/news/u-s-strikes-venezuela-maduro-captured-protests-baltimore-city-hall/,1/3/26,cbsnews.com,de,Protests erupt in Baltimore following U.S. strikes on Venezuela,negative,0.7829,1,0,0,0,0,1,0,0
US,Massachusetts lawmakers respond to U.S. capturing Venezuelan leader Nicolás Maduro,https://www.cbsnews.com/boston/news/massachusetts-lawmakers-venezuelan-leader-nicolas-maduro/,1/3/26,cbsnews.com,en,Massachusetts lawmakers respond to U.S. capturing Venezuelan leader Nicolás Maduro,neutral,0.644,0,0,0,1,0,0,0,0
US,Trump Says U.S. Will 'Run the Country' After Capture of Maduro,https://www.postandcourier.com/nyt/trump-says-u-s-will-run-the-country-after-capture-of-maduro/article_77fe6512-1392-58f2-b44b-f7e250acd2d9.html,1/3/26,postandcourier.com,en,Trump Says U.S. Will 'Run the Country' After Capture of Maduro,neutral,0.5928,0,0,0,0,0,1,0,0
US,Trump says US not afraid of ‘boots on the ground’ as it ‘runs’ Venezuela during transition,https://www.stripes.com/theaters/americas/2026-01-03/trump-boots-on-ground-venezuela-transition-20284751.html?fbclid=IwdGRleAPGlCFleHRuA2FlbQIxMQBzcnRjBmFwcF9pZAo2NjI4NTY4Mzc5AAEeOslG0N5QWTHLdxlOmLpnnY1D-z3EZOIaCWyc77I3wZ0f1CedAhKHkYQ0lGg_aem_WzSoblmgSmDXcuVDz2VruQ,1/3/26,stripes.com,en,Trump says US not afraid of ‘boots on the ground’ as it ‘runs’ Venezuela during transition,negative,0.5916,0,1,0,1,0,1,0,0
US,How the US captured Venezuelan leader Nicolás Maduro,https://www.stripes.com/theaters/americas/2026-01-03/details-us-operation-capture-maduro-trump-interview-20284188.html?utm_source=Stars+and+Stripes+Emails&utm_campaign=Daily+Headlines&utm_medium=email&utm_source=Stars+and+Stripes+Emails&utm_campaign=73d8b702d3-Newsletter+-+Daily+Headlines&utm_medium=email&utm_term=0_0ab8697a7f-73d8b702d3-296858347,1/3/26,stripes.com,en,How the US captured Venezuelan leader Nicolás Maduro,negative,0.7648,0,0,0,1,0,0,0,0
US,"Calls for restraint, condemnation: World leaders react to US action in Venezuela",https://www.stripes.com/theaters/americas/2026-01-03/world-leaders-react-trump-capture-maduro-20285259.html?utm_source=Stars+and+Stripes+Emails&utm_campaign=Daily+Headlines&utm_medium=email&utm_source=Stars+and+Stripes+Emails&utm_campaign=73d8b702d3-Newsletter+-+Daily+Headlines&utm_medium=email&utm_term=0_0ab8697a7f-73d8b702d3-296793742,1/3/26,stripes.com,en,"Calls for restraint, condemnation: World leaders react to US action in Venezuela",negative,0.7246,2,2,0,1,1,0,1,2
US,"US action in Venezuela draws praise, criticism from congressional leaders",https://www.stripes.com/theaters/americas/2026-01-03/congress-reaction-us-strike-venezuela-maduro-20285315.html?utm_source=Stars+and+Stripes+Emails&utm_campaign=Daily+Headlines&utm_medium=email&utm_source=Stars+and+Stripes+Emails&utm_campaign=73d8b702d3-Newsletter+-+Daily+Headlines&utm_medium=email&utm_term=0_0ab8697a7f-73d8b702d3-296535044,1/3/26,stripes.com,en,"US action in Venezuela draws praise, criticism from congressional leaders",negative,0.4235,1,0,1,1,1,0,0,0
US,"US plans to ‘run’ Venezuela and tap its oil reserves, Trump says, after operation to oust Maduro",https://www.twincities.com/2026/01/03/us-plans-to-run-venezuela-and-tap-its-oil-reserves-trump-says-after-operation-to-oust-maduro/,1/3/26,twincities.com,en,"US plans to ‘run’ Venezuela and tap its oil reserves, Trump says, after operation to oust Maduro",neutral,0.4848,1,1,0,1,1,1,0,0
US,"Mike Braun, Indiana lawmakers celebrate Venezuela attack Maduro capture",https://www.indystar.com/story/news/politics/2026/01/03/gov-mike-braun-indiana-lawmakers-celebrate-venezuela-attack-maduro-capture/88006425007/,1/3/26,indystar.com,ro,"Mike Braun, Indiana lawmakers celebrate Venezuela attack Maduro capture",neutral,0.5545,1,1,0,0,0,0,0,0
US,Trump was right to capture Maduro. He did it the wrong way,https://www.usatoday.com/story/opinion/columnist/2026/01/03/venezuela-maduro-captured-american-operation/88010257007/,1/3/26,usatoday.com,en,Trump was right to capture Maduro. He did it the wrong way,negative,0.8818,0,0,0,0,0,1,0,0
US,"Here's how the US attacked Venezuela, captured Nicolás Maduro",https://www.usatoday.com/story/news/politics/2026/01/03/how-us-attacked-venezuela-captured-nicolas-maduro/88008790007/,1/3/26,usatoday.com,en,"Here's how the US attacked Venezuela, captured Nicolás Maduro",negative,0.8293,0,0,0,0,0,0,0,0
US,"Who is Nicolás Maduro Guerra, Maduro's son? What to know.",https://www.usatoday.com/story/news/politics/2026/01/03/who-is-nicolas-maduro-guerra/88007489007/,1/3/26,usatoday.com,en,"Who is Nicolás Maduro Guerra, Maduro's son? What to know.",negative,0.6102,0,0,0,0,0,0,0,0
US,"What happens to Venezuela's oil after US attack, Maduro captured?",https://www.usatoday.com/story/news/politics/2026/01/03/oil-venezuela-maduro-capture-trump/88007293007/,1/3/26,usatoday.com,en,"What happens to Venezuela's oil after US attack, Maduro captured?",negative,0.5218,1,1,0,0,0,0,0,0
US,¿Qué planea hacer EEUU con Venezuela tras la captura de Nicolás Maduro?,https://www.usatoday.com/story/news/world/2026/01/03/que-planea-hacer-eeuu-con-venezuela-tras-la-captura-de-nicolas-maduro/88007888007/,1/3/26,usatoday.com,es,What does the US plan to do with Venezuela after the capture of Nicolás Maduro?,neutral,0.6896,0,0,0,0,0,0,0,1
US,Trump's capture of Maduro won't make your life affordable,https://www.usatoday.com/story/opinion/columnist/2026/01/03/venezuela-maduro-capture-trump-illegal/88010497007/,1/3/26,usatoday.com,en,Trump's capture of Maduro won't make your life affordable,negative,0.882,0,0,0,0,0,1,0,0
US,"Where did US attack Venezuela? See maps, timeline of Maduro's capture",https://www.usatoday.com/story/graphics/2026/01/03/maps-timeline-us-attacks-venezuela-maduro-captured/88005969007/,1/3/26,usatoday.com,en,"Where did US attack Venezuela? See maps, timeline of Maduro's capture",negative,0.68,1,1,0,0,0,0,0,0
US,Trump calls Monroe Doctrine the 'Donroe Doctrine' after Venezuela raid,https://www.usatoday.com/story/news/politics/2026/01/03/trump-on-monroe-doctrine-the-donroe-doctrine-after-venezuela-raid/88008767007/,1/3/26,usatoday.com,en,Trump calls Monroe Doctrine the 'Donroe Doctrine' after Venezuela raid,negative,0.7748,1,1,0,3,0,2,0,1
US,What is the USS Iwo Jima? Ship taking Nicolás Maduro to New York,https://www.usatoday.com/story/news/nation/2026/01/03/uss-iwo-jima-ship-transport-nicols-maduro-new-york/88008114007/,1/3/26,usatoday.com,en,What is the USS Iwo Jima? Ship taking Nicolás Maduro to New York,neutral,0.7902,0,0,0,0,0,0,0,1
US,"U.S. attacks on Venezuela prompt praise, anger -- and fear among world leaders",https://www.latimes.com/world-nation/story/2026-01-03/u-s-attacks-on-venezuela-prompt-praise-anger-fear,1/3/26,latimes.com,en,"U.S. attacks on Venezuela prompt praise, anger -- and fear among world leaders",negative,0.9239,2,1,1,1,0,0,0,0
US,"On the ground in Venezuela: Shock, fear and defiance",https://www.latimes.com/world-nation/story/2026-01-03/on-ground-in-venezuela-shock-fear-defiance,1/3/26,latimes.com,en,"On the ground in Venezuela: Shock, fear and defiance",negative,0.8617,3,3,0,1,0,1,1,0
US,Trump's Venezuela Gamble and America's Shifting National Security Strategy,https://www.realclearpolitics.com/articles/2026/01/03/trumps_venezuela_gamble_and_the_return_of_regime_change_153675.html,1/3/26,realclearpolitics.com,en,Trump's Venezuela Gamble and America's Shifting National Security Strategy,negative,0.8464,0,0,0,0,0,1,0,0
US,Maduro arrives in US after stunning capture in operation that Trump says will let US ‘run’ Venezuela,https://www.mercurynews.com/2026/01/03/maduro-arrives-in-us-after-stunning-capture-in-operation-that-trump-says-will-let-us-run-venezuela/,1/3/26,mercurynews.com,en,Maduro arrives in US after stunning capture in operation that Trump says will let US ‘run’ Venezuela,negative,0.4627,0,1,0,1,0,1,0,0
US,Congress poised to weigh in on Venezuela campaign,https://rollcall.com/2026/01/03/congress-poised-to-weigh-in-on-venezuela-campaign/,1/3/26,rollcall.com,en,Congress poised to weigh in on Venezuela campaign,neutral,0.5764,0,0,0,2,0,0,1,1
US,"US stuns the world with attack on Venezuela, capture of Nicolás Maduro",https://www.usatoday.com/story/news/politics/2026/01/03/us-attack-venezuela-surprises-details/88005930007/,1/3/26,usatoday.com,en,"US stuns the world with attack on Venezuela, capture of Nicolás Maduro",negative,0.895,1,1,0,0,0,0,0,0
US,Nebraska's members of Congress celebrate capture of 'illegitimate dictator' Maduro,https://omaha.com/news/state-regional/government-politics/article_3922f28a-ec7a-4a0c-9b2c-c15fdd4cf3e3.html,1/3/26,omaha.com,en,Nebraska's members of Congress celebrate capture of 'illegitimate dictator' Maduro,negative,0.6924,1,2,0,1,1,1,2,0
US,Long Island pols react to U.S. attack on Venezuela,https://www.newsday.com/news/nation/venezuela-maduro-reaction-brpauoeu,1/3/26,newsday.com,en,Long Island pols react to U.S. attack on Venezuela,negative,0.7551,2,2,0,0,0,0,0,1
US,LI Venezuelans react to U.S. capture of Nicolás Maduro,https://www.newsday.com/long-island/venezuelans-react-long-island-kmxuq1od,1/3/26,newsday.com,es,LI Venezuelans react to U.S. capture of Nicolás Maduro,negative,0.666,1,1,0,0,0,0,0,0
US,Capture of Maduro and US claim that it will run Venezuela raise new legal questions,https://www.newsday.com/news/nation/legal-questions-maduro-trump-venezuela-capture-congress-i39658,1/3/26,newsday.com,en,Capture of Maduro and US claim that it will run Venezuela raise new legal questions,negative,0.5023,0,0,0,1,0,0,0,0
US,Martina Navratilova expresses support for criminal sanctions to US companies that take oil from Venezuela,https://www.foxnews.com/sports/martina-navratilova-support-criminal-sanctions-us-companies-oil-from-venezuela,1/3/26,foxnews.com,en,Martina Navratilova expresses support for criminal sanctions to US companies that take oil from Venezuela,negative,0.573,1,1,0,0,0,0,1,0
US,America’s strongman places a huge Venezuela wager but evokes nightmares of regime change disasters,https://www.cnn.com/2026/01/03/politics/trump-venezuela-maduro-analysis,1/3/26,cnn.com,en,America’s strongman places a huge Venezuela wager but evokes nightmares of regime change disasters,negative,0.8789,0,1,0,0,0,0,0,0
US,CNN analyst breaks down photo of Maduro in custody,https://www.cnn.com/2026/01/03/world/video/nicolas-maduro-arrest-photo-trump-john-miller-digvid,1/3/26,cnn.com,en,CNN analyst breaks down photo of Maduro in custody,negative,0.5964,0,0,0,2,0,0,0,1
US,Venezuelans in Caracas react to US capture of Maduro,https://www.cnn.com/2026/01/03/world/video/venezuelans-reax-digvid,1/3/26,cnn.com,en,Venezuelans in Caracas react to US capture of Maduro,negative,0.6237,1,1,0,0,0,0,0,0
US,See moment Maduro is escorted off plane after arriving in US,https://www.cnn.com/2026/01/03/us/video/maduro-arrives-in-the-us-digvid,1/3/26,cnn.com,en,See moment Maduro is escorted off plane after arriving in US,negative,0.548,0,0,0,0,0,0,0,0
US,Visualizing the US assault on Venezuela,https://www.cnn.com/2026/01/03/americas/visualizing-the-us-assault-on-venezuela-latam-intl,1/3/26,cnn.com,de,Visualizing the US assault on Venezuela,negative,0.8151,1,1,0,0,0,0,0,0
US,The fall of Venezuelan President Nicolás Maduro,https://www.cnn.com/2026/01/03/world/video/president-maduro-venezuela-profile-stefano-pozzebon-pkg-latam-intl,1/3/26,cnn.com,en,The fall of Venezuelan President Nicolás Maduro,negative,0.7694,0,0,0,1,1,0,0,0
US,From order to extraction: Inside the US capture of Nicolás Maduro,https://www.cnn.com/2026/01/03/politics/nicolas-maduro-capture-venezuela,1/3/26,cnn.com,en,From order to extraction: Inside the US capture of Nicolás Maduro,neutral,0.6826,0,0,0,0,0,0,0,0
US,Defense Secretary: Trump will set terms for Venezuela after raid,https://www.cbsnews.com/texas/video/defense-secretary-trump-will-set-terms-for-venezuela-after-raid/,1/3/26,cbsnews.com,en,Defense Secretary: Trump will set terms for Venezuela after raid,neutral,0.7084,2,2,0,0,0,2,0,1
US,Members of Congress Decry Trump’s Act of War on Venezuela as “Illegal”,https://www.thenation.com/article/world/trump-illegal-war-kidnapping-venezuela-maduro-congress-reaction/,1/3/26,thenation.com,en,Members of Congress Decry Trump’s Act of War on Venezuela as “Illegal”,negative,0.8085,2,2,0,1,1,1,2,0
US,Expert questions U.S. economic gains from Venezuela oil takeover,https://www.cbsnews.com/texas/video/expert-questions-u-s-economic-gains-from-venezuela-oil-takeover/,1/3/26,cbsnews.com,ca,Expert questions U.S. economic gains from Venezuela oil takeover,neutral,0.6349,0,0,0,1,0,0,0,0
US,"Trump invades Venezuela, kidnaps Maduro, and hurls the Western hemisphere into chaos",https://therealnews.com/trump-invades-venezuela-kidnaps-maduro-and-hurls-the-western-hemisphere-into-chaos,1/3/26,therealnews.com,en,"Trump invades Venezuela, kidnaps Maduro, and hurls the Western hemisphere into chaos",negative,0.9322,1,1,0,0,1,1,0,0
US,Delcy Rodríguez desafía a Trump y pide retorno de Maduro a Venezuela,https://www.bloomberg.com/news/articles/2026-01-03/aliados-de-maduro-buscan-cimentar-poder-en-venezuela,1/3/26,bloomberg.com,es,Delcy Rodríguez challenges Trump and asks for Maduro's return to Venezuela,negative,0.7376,0,0,0,0,0,1,0,0
US,A US Venezuela Victory May Help China Gain an Edge,https://www.bloomberg.com/opinion/articles/2026-01-03/us-venezuela-victory-may-help-china-gain-an-edge,1/3/26,bloomberg.com,en,A US Venezuela Victory May Help China Gain an Edge,positive,0.6502,0,0,2,1,0,0,0,2
US,Trump: EE.UU. “estará a cargo de Venezuela” hasta la transición,https://www.bloomberg.com/news/articles/2026-01-03/trump-ee-uu-estara-a-cargo-de-venezuela-hasta-la-transicion,1/3/26,bloomberg.com,es,Trump: US “will be in charge of Venezuela” until transition,neutral,0.7564,0,0,0,0,0,1,0,0
US,Maduro es capturado tras bombardeos de EE.UU. y será juzgado,https://www.bloomberg.com/news/articles/2026-01-03/trump-afirma-que-ee-uu-capturo-a-maduro-tras-ataques-aereos,1/3/26,bloomberg.com,es,Maduro is captured after US bombings and will be tried,negative,0.7107,0,0,0,0,0,0,0,0
US,Trump Is Tying His Legacy to Whatever Happens in Venezuela,https://www.bloomberg.com/opinion/articles/2026-01-03/trump-venezuela-attack-will-be-judged-by-what-happens-next,1/3/26,bloomberg.com,en,Trump Is Tying His Legacy to Whatever Happens in Venezuela,negative,0.7615,0,0,0,0,0,1,0,0
US,"Protests Erupt in NYC, Philadelphia Over Maduro Capture",https://www.breitbart.com/politics/2026/01/03/protests-erupt-in-nyc-philadelphia-over-maduro-capture/,1/3/26,breitbart.com,en,"Protests Erupt in NYC, Philadelphia Over Maduro Capture",negative,0.8222,1,0,0,0,0,1,0,0
US,Military operation in Venezuela draws range of reactions from Pittsburgh residents,https://www.cbsnews.com/pittsburgh/news/pittsburgh-venezuela-us-military-strikes-maduro/,1/3/26,cbsnews.com,en,Military operation in Venezuela draws range of reactions from Pittsburgh residents,neutral,0.6491,0,2,0,1,0,0,0,0
US,How the U.S. captured Venezuelan leader Nicolás Maduro,https://www.cbsnews.com/miami/news/how-us-captured-venezuela-nicolas-maduro-dan-caine-trump/,1/3/26,cbsnews.com,en,How the U.S. captured Venezuelan leader Nicolás Maduro,negative,0.7403,0,0,0,1,0,0,0,0
US,Maduro arrives in US after stunning capture in operation that Trump says will let US ‘run’ Venezuela,https://www.seattletimes.com/nation-world/nation/maduro-arrives-in-us-after-stunning-capture-in-operation-that-trump-says-will-let-us-run-venezuela/?utm_source=RSS&utm_medium=Referral&utm_campaign=RSS_all,1/3/26,seattletimes.com,en,Maduro arrives in US after stunning capture in operation that Trump says will let US ‘run’ Venezuela,negative,0.4627,0,1,0,1,0,1,0,0
US,Venezuela: Our criminal president's latest crime scene,https://www.salon.com/2026/01/03/venezuela-our-criminal-presidents-latest-crime-scene/,1/3/26,salon.com,it,Venezuela: Our criminal president's latest crime scene,negative,0.7524,2,1,0,1,0,0,1,0
US,"Trump, Appearing Exhausted, Announces Plan to “Take Over” Venezuela",https://www.vanityfair.com/news/story/donald-trump-venezuela-war-press-conference-maduro,1/3/26,vanityfair.com,en,"Trump, Appearing Exhausted, Announces Plan to “Take Over” Venezuela",negative,0.5409,0,0,0,0,1,1,0,1
US,Venezuelan President Nicolás Maduro Arrives in United States After Capture,https://www.tmz.com/2026/01/03/nicolas-maduro-arrives-america-venezuela-president-capture/,1/3/26,tmz.com,en,Venezuelan President Nicolás Maduro Arrives in United States After Capture,neutral,0.7948,0,0,0,2,0,0,0,0
US,"Trump says US will now ‘run’ Venezuela, serving a warning to other world leaders",https://www.csmonitor.com/World/Americas/2026/0103/maduro-strikes-capture-venezuela-trump?icid=rss,1/3/26,csmonitor.com,en,"Trump says US will now ‘run’ Venezuela, serving a warning to other world leaders",neutral,0.5034,0,1,0,0,0,1,0,0
US,Maduro and his wife arrive in New York to face narco-terrorism charges,https://www.cbsnews.com/losangeles/news/venezuela-nicolas-maduro-cilia-flores-new-york-narco-terrorism/,1/3/26,cbsnews.com,en,Maduro and his wife arrive in New York to face narco-terrorism charges,negative,0.6405,1,1,0,0,1,0,1,1
US,"Protesters rally in downtown Los Angeles after Maduro's capture, attack in Venezuela",https://www.cbsnews.com/losangeles/news/los-angeles-protest-venezuela-attack-maduro-capture/,1/3/26,cbsnews.com,en,"Protesters rally in downtown Los Angeles after Maduro's capture, attack in Venezuela",negative,0.7687,1,1,0,0,0,0,0,0
US,Maduro indicted on federal drug-trafficking and weapons charges,https://www.cbsnews.com/losangeles/news/maduro-indicted-on-federal-drug-trafficking-and-weapons-charges/,1/3/26,cbsnews.com,en,Maduro indicted on federal drug-trafficking and weapons charges,negative,0.7614,0,0,0,0,0,0,0,0
US,"Northern California, Bay Area leaders react to strikes on Venezuela, Maduro's capture",https://www.cbsnews.com/sanfrancisco/news/northern-california-bay-area-leaders-react-venezuela-maduro/,1/3/26,cbsnews.com,en,"Northern California, Bay Area leaders react to strikes on Venezuela, Maduro's capture",negative,0.569,1,1,0,0,0,0,0,0
US,Why Trump Removed Venezuela’s Maduro,https://www.nytimes.com/video/world/americas/100000010622273/why-trump-removed-venezuelas-maduro.html,1/3/26,nytimes.com,en,Why Trump Removed Venezuela’s Maduro,negative,0.6432,0,0,0,0,0,1,0,0
